loan_id,month_end,days_past_due,pd_estimate,lgd_estimate,prev_dpd
LOAN000343,2024-06-30,0,0.049,0.5616,30.0
LOAN000581,2024-06-30,0,0.1279,0.3105,0.0
LOAN000139,2024-06-30,0,0.0494,0.7766,0.0
LOAN000406,2024-06-30,0,0.1182,0.4614,0.0
LOAN000584,2024-06-30,0,0.044,0.7283,0.0
LOAN000005,2024-06-30,0,0.1216,0.4598,0.0
LOAN000421,2024-06-30,30,0.2506,0.5073,0.0
LOAN000515,2024-06-30,0,0.0547,0.4652,0.0
LOAN000596,2024-06-30,0,0.0379,0.346,0.0
LOAN000601,2024-06-30,30,0.0141,0.8069,0.0
LOAN000606,2024-06-30,90,0.2133,0.3272,30.0
LOAN000890,2024-06-30,0,0.1791,0.8807,60.0
LOAN000092,2024-06-30,0,0.2557,0.7448,0.0
LOAN000386,2024-06-30,0,0.0141,0.3927,30.0
LOAN000951,2024-06-30,90,0.1645,0.6638,0.0
LOAN000001,2024-06-30,0,0.14,0.5135,30.0
LOAN000259,2024-06-30,0,0.2765,0.3162,0.0
LOAN000705,2024-06-30,0,0.1477,0.5879,0.0
LOAN000616,2024-06-30,0,0.0537,0.3166,0.0
LOAN000829,2024-06-30,0,0.0982,0.3429,0.0
LOAN000977,2024-06-30,0,0.2633,0.8531,30.0
LOAN000106,2024-06-30,60,0.2713,0.4636,0.0
LOAN000828,2024-06-30,60,0.1531,0.6446,0.0
LOAN000187,2024-06-30,0,0.0726,0.6007,0.0
LOAN000409,2024-06-30,90,0.0169,0.3862,30.0
LOAN000874,2024-06-30,60,0.2237,0.7819,60.0
LOAN000939,2024-06-30,30,0.0438,0.4704,0.0
LOAN000282,2024-06-30,0,0.2753,0.8501,0.0
LOAN000139,2024-06-30,30,0.0248,0.2525,0.0
LOAN000411,2024-06-30,0,0.0293,0.4731,0.0
LOAN000312,2024-06-30,30,0.0456,0.3347,30.0
LOAN000837,2024-06-30,0,0.263,0.8537,90.0
LOAN000685,2024-06-30,30,0.1713,0.4277,0.0
LOAN000264,2024-06-30,0,0.1143,0.4004,0.0
LOAN000656,2024-06-30,0,0.0366,0.8987,0.0
LOAN000439,2024-06-30,0,0.2637,0.6944,60.0
LOAN000008,2024-06-30,30,0.0787,0.6717,0.0
LOAN000038,2024-06-30,0,0.1759,0.2491,60.0
LOAN000986,2024-06-30,0,0.1623,0.8454,0.0
LOAN000021,2024-06-30,0,0.0881,0.8945,0.0
LOAN000490,2024-06-30,30,0.2976,0.6408,0.0
LOAN000047,2024-06-30,30,0.2119,0.3092,0.0
LOAN000965,2024-06-30,0,0.0428,0.6458,0.0
LOAN000638,2024-06-30,30,0.0907,0.2617,90.0
LOAN000380,2024-06-30,0,0.0727,0.7779,0.0
LOAN000909,2024-06-30,30,0.1964,0.79,90.0
LOAN000092,2024-06-30,0,0.2751,0.5698,0.0
LOAN000754,2024-06-30,60,0.117,0.2317,0.0
LOAN000972,2024-06-30,60,0.1483,0.3205,30.0
LOAN000517,2024-06-30,0,0.1009,0.2896,90.0
LOAN000530,2024-06-30,0,0.0901,0.358,0.0
LOAN000639,2024-06-30,30,0.0116,0.6775,30.0
LOAN000055,2024-06-30,0,0.0836,0.2368,0.0
LOAN000558,2024-06-30,0,0.2359,0.6241,0.0
LOAN000585,2024-06-30,0,0.266,0.822,0.0
LOAN000737,2024-06-30,90,0.0181,0.5359,0.0
LOAN000487,2024-06-30,0,0.2557,0.8885,30.0
LOAN000718,2024-06-30,0,0.1174,0.4138,60.0
LOAN000136,2024-06-30,0,0.2894,0.2993,0.0
LOAN000946,2024-06-30,0,0.0193,0.6808,90.0
LOAN000010,2024-06-30,0,0.2511,0.4787,0.0
LOAN000236,2024-06-30,0,0.1509,0.2205,0.0
LOAN000423,2024-06-30,0,0.2047,0.2129,60.0
LOAN000647,2024-06-30,0,0.141,0.5744,30.0
LOAN000815,2024-06-30,0,0.0647,0.8542,0.0
LOAN000482,2024-06-30,0,0.2672,0.2814,0.0
LOAN000010,2024-06-30,90,0.0272,0.6798,0.0
LOAN000426,2024-06-30,0,0.0348,0.6113,30.0
LOAN000889,2024-06-30,60,0.073,0.7172,0.0
LOAN000420,2024-06-30,0,0.1579,0.276,0.0
LOAN000281,2024-06-30,0,0.218,0.8021,0.0
LOAN000998,2024-06-30,0,0.0978,0.8536,0.0
LOAN000773,2024-06-30,0,0.0354,0.6399,0.0
LOAN000508,2024-06-30,0,0.124,0.8546,0.0
LOAN000065,2024-06-30,30,0.2323,0.6249,60.0
LOAN000955,2024-06-30,0,0.2243,0.6667,0.0
LOAN000387,2024-06-30,30,0.1896,0.6687,30.0
LOAN000695,2024-06-30,0,0.1148,0.5364,0.0
LOAN000246,2024-06-30,30,0.0215,0.3353,0.0
LOAN000977,2024-06-30,0,0.0644,0.6305,0.0
LOAN000843,2024-06-30,30,0.0918,0.8717,0.0
LOAN000631,2024-06-30,0,0.1476,0.5254,0.0
LOAN000082,2024-06-30,0,0.1956,0.4084,0.0
LOAN000162,2024-06-30,60,0.1355,0.8382,0.0
LOAN000227,2024-06-30,60,0.2141,0.4142,30.0
LOAN000188,2024-06-30,30,0.2004,0.628,0.0
LOAN000473,2024-06-30,0,0.2689,0.3272,90.0
LOAN000831,2024-06-30,0,0.1024,0.6335,0.0
LOAN000697,2024-06-30,60,0.023,0.6938,30.0
LOAN000956,2024-06-30,0,0.2526,0.4197,30.0
LOAN000764,2024-06-30,90,0.289,0.6057,0.0
LOAN000659,2024-06-30,60,0.1859,0.3342,0.0
LOAN000765,2024-06-30,60,0.2266,0.8557,0.0
LOAN000638,2024-06-30,60,0.198,0.4983,30.0
LOAN000624,2024-06-30,0,0.2016,0.629,0.0
LOAN000835,2024-06-30,90,0.2446,0.4925,60.0
LOAN000615,2024-06-30,0,0.1942,0.8164,0.0
LOAN000074,2024-06-30,0,0.2167,0.2296,90.0
LOAN000322,2024-06-30,30,0.1258,0.8878,60.0
LOAN000558,2024-06-30,0,0.261,0.6307,0.0
LOAN000268,2024-06-30,90,0.2086,0.661,0.0
LOAN000728,2024-06-30,0,0.1599,0.7321,30.0
LOAN000832,2024-06-30,0,0.2862,0.6029,0.0
LOAN000205,2024-06-30,30,0.251,0.6694,0.0
LOAN000918,2024-06-30,0,0.2748,0.6809,0.0
LOAN000948,2024-06-30,30,0.2079,0.8075,0.0
LOAN000130,2024-06-30,0,0.289,0.4315,0.0
LOAN000591,2024-06-30,0,0.0349,0.5136,0.0
LOAN000889,2024-06-30,60,0.2163,0.7455,60.0
LOAN000990,2024-06-30,0,0.0395,0.4998,0.0
LOAN000998,2024-06-30,30,0.2663,0.2841,0.0
LOAN000813,2024-06-30,30,0.0713,0.4683,0.0
LOAN000211,2024-06-30,30,0.0546,0.705,0.0
LOAN000184,2024-06-30,0,0.273,0.5039,30.0
LOAN000018,2024-06-30,0,0.1895,0.5193,0.0
LOAN000273,2024-06-30,0,0.0588,0.8401,0.0
LOAN000025,2024-06-30,30,0.1464,0.4348,30.0
LOAN000031,2024-06-30,0,0.1579,0.5989,0.0
LOAN000596,2024-06-30,0,0.2004,0.4978,0.0
LOAN000099,2024-06-30,60,0.1495,0.7746,0.0
LOAN000295,2024-06-30,0,0.2097,0.6734,30.0
LOAN000340,2024-06-30,0,0.2796,0.8867,0.0
LOAN000027,2024-06-30,0,0.0785,0.4112,30.0
LOAN000654,2024-06-30,0,0.0614,0.8196,0.0
LOAN000709,2024-06-30,0,0.106,0.7006,60.0
LOAN000231,2024-06-30,0,0.0596,0.7982,60.0
LOAN000117,2024-06-30,0,0.211,0.2186,0.0
LOAN000773,2024-06-30,0,0.1008,0.2144,0.0
LOAN000506,2024-06-30,0,0.146,0.2729,0.0
LOAN000407,2024-07-31,0,0.2286,0.3584,0.0
LOAN000146,2024-07-31,0,0.2105,0.5515,0.0
LOAN000415,2024-07-31,30,0.2944,0.6397,60.0
LOAN000904,2024-07-31,0,0.2808,0.2893,0.0
LOAN000991,2024-07-31,0,0.0967,0.238,0.0
LOAN000574,2024-07-31,0,0.0799,0.3389,0.0
LOAN000597,2024-07-31,0,0.1202,0.8078,0.0
LOAN000814,2024-07-31,30,0.1489,0.7475,0.0
LOAN000573,2024-07-31,30,0.2065,0.4121,0.0
LOAN000734,2024-07-31,30,0.2263,0.5783,60.0
LOAN000179,2024-07-31,30,0.0929,0.3466,30.0
LOAN000707,2024-07-31,0,0.1091,0.8233,0.0
LOAN000853,2024-07-31,0,0.21,0.2468,0.0
LOAN000906,2024-07-31,0,0.1513,0.5708,0.0
LOAN000212,2024-07-31,90,0.0992,0.472,0.0
LOAN000860,2024-07-31,0,0.1809,0.6285,0.0
LOAN000478,2024-07-31,0,0.0855,0.8288,30.0
LOAN000669,2024-07-31,0,0.125,0.8997,0.0
LOAN000283,2024-07-31,0,0.0313,0.7886,90.0
LOAN000874,2024-07-31,0,0.0575,0.6995,60.0
LOAN000406,2024-07-31,30,0.0251,0.629,0.0
LOAN000293,2024-07-31,0,0.1345,0.8917,0.0
LOAN000394,2024-07-31,30,0.1408,0.7372,0.0
LOAN000073,2024-07-31,0,0.0207,0.7169,0.0
LOAN000107,2024-07-31,90,0.2689,0.764,0.0
LOAN000574,2024-07-31,0,0.2508,0.8468,0.0
LOAN000152,2024-07-31,0,0.265,0.7564,60.0
LOAN000538,2024-07-31,60,0.1597,0.3329,0.0
LOAN000325,2024-07-31,30,0.1392,0.8046,0.0
LOAN000526,2024-07-31,0,0.0388,0.2553,0.0
LOAN000295,2024-07-31,30,0.1145,0.7731,0.0
LOAN000929,2024-07-31,0,0.1554,0.2891,0.0
LOAN000265,2024-07-31,0,0.1548,0.6135,0.0
LOAN000263,2024-07-31,0,0.026,0.4235,0.0
LOAN000977,2024-07-31,0,0.1172,0.5346,0.0
LOAN000527,2024-07-31,0,0.1934,0.5329,30.0
LOAN000553,2024-07-31,60,0.2879,0.8613,0.0
LOAN000580,2024-07-31,0,0.0972,0.6899,0.0
LOAN000456,2024-07-31,0,0.0832,0.2962,0.0
LOAN000725,2024-07-31,30,0.042,0.4416,0.0
LOAN000153,2024-07-31,0,0.1035,0.6848,0.0
LOAN000456,2024-07-31,0,0.2286,0.4147,0.0
LOAN000140,2024-07-31,0,0.196,0.261,0.0
LOAN000697,2024-07-31,0,0.1662,0.6492,60.0
LOAN000324,2024-07-31,0,0.0925,0.3481,0.0
LOAN000300,2024-07-31,0,0.1266,0.4481,0.0
LOAN000481,2024-07-31,0,0.0677,0.3995,60.0
LOAN000444,2024-07-31,0,0.0843,0.5851,30.0
LOAN000122,2024-07-31,0,0.1572,0.558,0.0
LOAN000475,2024-07-31,90,0.073,0.2609,60.0
LOAN000757,2024-07-31,0,0.2272,0.4877,0.0
LOAN000628,2024-07-31,0,0.2078,0.4828,60.0
LOAN000396,2024-07-31,0,0.1925,0.841,0.0
LOAN000853,2024-07-31,0,0.2028,0.2031,0.0
LOAN000717,2024-07-31,0,0.1812,0.7786,0.0
LOAN000913,2024-07-31,0,0.2239,0.893,0.0
LOAN000312,2024-07-31,0,0.1947,0.7493,30.0
LOAN000926,2024-07-31,0,0.1529,0.2153,0.0
LOAN000726,2024-07-31,30,0.0463,0.5199,90.0
LOAN000566,2024-07-31,0,0.2718,0.4391,60.0
LOAN000952,2024-07-31,0,0.2529,0.7259,0.0
LOAN000228,2024-07-31,0,0.0981,0.5121,0.0
LOAN000769,2024-07-31,60,0.1594,0.2528,0.0
LOAN000189,2024-07-31,0,0.1411,0.2079,0.0
LOAN000035,2024-07-31,30,0.0731,0.8654,0.0
LOAN000623,2024-07-31,0,0.2483,0.2466,60.0
LOAN000466,2024-07-31,0,0.1328,0.2974,0.0
LOAN000728,2024-07-31,0,0.1137,0.5939,0.0
LOAN000394,2024-07-31,0,0.1882,0.3625,30.0
LOAN000572,2024-07-31,0,0.2095,0.3499,0.0
LOAN000849,2024-07-31,0,0.0529,0.8211,0.0
LOAN000723,2024-07-31,0,0.0255,0.3416,0.0
LOAN000226,2024-07-31,30,0.161,0.802,60.0
LOAN000631,2024-07-31,0,0.1467,0.8762,0.0
LOAN000342,2024-07-31,0,0.1223,0.8592,0.0
LOAN000976,2024-07-31,30,0.1031,0.5591,0.0
LOAN000722,2024-07-31,0,0.2203,0.5239,0.0
LOAN000009,2024-07-31,0,0.0299,0.7964,0.0
LOAN000289,2024-07-31,30,0.2644,0.6162,0.0
LOAN000639,2024-07-31,0,0.2224,0.4799,30.0
LOAN000387,2024-07-31,0,0.2556,0.8479,30.0
LOAN000033,2024-07-31,0,0.0168,0.3073,90.0
LOAN000480,2024-07-31,0,0.1615,0.6372,60.0
LOAN000427,2024-07-31,0,0.1483,0.6146,30.0
LOAN000513,2024-07-31,0,0.182,0.8656,0.0
LOAN000235,2024-07-31,0,0.094,0.2335,0.0
LOAN000404,2024-07-31,0,0.0512,0.3525,0.0
LOAN000628,2024-07-31,0,0.2801,0.8814,0.0
LOAN000004,2024-07-31,60,0.0824,0.5984,0.0
LOAN000594,2024-07-31,0,0.08,0.5221,0.0
LOAN000923,2024-07-31,0,0.2108,0.5795,0.0
LOAN000568,2024-07-31,0,0.0171,0.4125,30.0
LOAN000505,2024-07-31,0,0.287,0.4916,0.0
LOAN000125,2024-07-31,60,0.1401,0.7731,60.0
LOAN000439,2024-07-31,0,0.289,0.4645,0.0
LOAN000763,2024-07-31,0,0.1726,0.2276,0.0
LOAN000113,2024-07-31,0,0.2321,0.3912,0.0
LOAN000475,2024-07-31,0,0.0337,0.6025,90.0
LOAN000130,2024-07-31,0,0.0577,0.6002,0.0
LOAN000857,2024-07-31,0,0.2812,0.507,0.0
LOAN000478,2024-07-31,60,0.2327,0.5211,0.0
LOAN000625,2024-07-31,0,0.2391,0.5319,0.0
LOAN000664,2024-07-31,0,0.2916,0.2736,30.0
LOAN000713,2024-07-31,0,0.1142,0.3388,0.0
LOAN000232,2024-07-31,0,0.0736,0.4824,0.0
LOAN000884,2024-07-31,0,0.1132,0.788,30.0
LOAN000403,2024-07-31,0,0.2982,0.3307,0.0
LOAN000252,2024-07-31,0,0.2671,0.4165,60.0
LOAN000137,2024-07-31,0,0.2088,0.3952,0.0
LOAN000878,2024-07-31,30,0.183,0.706,60.0
LOAN000876,2024-07-31,0,0.0214,0.248,0.0
LOAN000214,2024-07-31,60,0.279,0.3674,90.0
LOAN000176,2024-07-31,0,0.1833,0.4205,0.0
LOAN000775,2024-07-31,60,0.062,0.8997,60.0
LOAN000691,2024-07-31,30,0.08,0.6272,0.0
LOAN000450,2024-07-31,0,0.1674,0.8786,0.0
LOAN000737,2024-07-31,0,0.0939,0.8114,90.0
LOAN000105,2024-07-31,0,0.2722,0.6057,0.0
LOAN000982,2024-07-31,0,0.2399,0.4909,0.0
LOAN000286,2024-07-31,0,0.1527,0.5184,30.0
LOAN000364,2024-07-31,0,0.1326,0.6423,60.0
LOAN000947,2024-07-31,30,0.1591,0.5828,0.0
LOAN000320,2024-07-31,0,0.2333,0.8956,60.0
LOAN000381,2024-07-31,0,0.1513,0.2715,60.0
LOAN000095,2024-07-31,90,0.2857,0.4561,0.0
LOAN000365,2024-07-31,30,0.2644,0.845,0.0
LOAN000994,2024-07-31,90,0.1393,0.5262,0.0
LOAN000775,2024-07-31,90,0.1274,0.3688,60.0
LOAN000831,2024-07-31,0,0.1418,0.5815,0.0
LOAN000800,2024-07-31,0,0.1387,0.7593,0.0
LOAN000158,2024-07-31,0,0.2179,0.3029,60.0
LOAN000583,2024-07-31,30,0.1178,0.238,30.0
LOAN000991,2024-07-31,0,0.2518,0.2941,0.0
LOAN000022,2024-07-31,30,0.01,0.826,0.0
LOAN000908,2024-07-31,0,0.1044,0.2252,0.0
LOAN000079,2024-07-31,0,0.2388,0.6769,0.0
LOAN000181,2024-07-31,0,0.2654,0.3941,60.0
LOAN000914,2024-07-31,0,0.1153,0.7588,0.0
LOAN000626,2024-07-31,0,0.0682,0.2876,0.0
LOAN000654,2024-07-31,0,0.1981,0.5719,0.0
LOAN000569,2024-07-31,0,0.1465,0.3219,60.0
LOAN000367,2024-07-31,0,0.162,0.3977,60.0
LOAN000860,2024-07-31,0,0.077,0.8759,0.0
LOAN000084,2024-07-31,0,0.2113,0.3018,0.0
LOAN000063,2024-07-31,0,0.2617,0.3937,0.0
LOAN000381,2024-07-31,60,0.2048,0.7084,0.0
LOAN000925,2024-07-31,0,0.2264,0.5686,0.0
LOAN000438,2024-07-31,30,0.1056,0.3406,30.0
LOAN000416,2024-07-31,0,0.2256,0.5483,0.0
LOAN000117,2024-07-31,0,0.161,0.7551,0.0
LOAN000036,2024-07-31,0,0.0465,0.43,0.0
LOAN000854,2024-07-31,60,0.2576,0.7479,30.0
LOAN000640,2024-07-31,60,0.091,0.7274,30.0
LOAN000397,2024-07-31,60,0.2166,0.275,0.0
LOAN000624,2024-07-31,0,0.2639,0.636,0.0
LOAN000488,2024-07-31,0,0.2357,0.7411,0.0
LOAN000457,2024-07-31,60,0.2744,0.5883,30.0
LOAN000426,2024-07-31,30,0.1373,0.7538,0.0
LOAN000683,2024-07-31,60,0.0573,0.8037,0.0
LOAN000876,2024-07-31,0,0.2393,0.7269,0.0
LOAN000167,2024-07-31,0,0.194,0.2021,0.0
LOAN000635,2024-07-31,0,0.0648,0.3679,0.0
LOAN000161,2024-07-31,60,0.2862,0.4519,0.0
LOAN000919,2024-07-31,0,0.08,0.5852,30.0
LOAN000424,2024-07-31,90,0.0419,0.3607,0.0
LOAN000519,2024-07-31,30,0.107,0.5733,0.0
LOAN000375,2024-07-31,30,0.2476,0.4416,0.0
LOAN000940,2024-07-31,0,0.2628,0.84,0.0
LOAN000812,2024-07-31,0,0.233,0.5265,0.0
LOAN000527,2024-07-31,0,0.0746,0.7608,0.0
LOAN000146,2024-07-31,0,0.1691,0.3788,0.0
LOAN000769,2024-07-31,0,0.0464,0.3596,60.0
LOAN000358,2024-07-31,0,0.1815,0.5456,0.0
LOAN000573,2024-07-31,30,0.0356,0.4404,30.0
LOAN000366,2024-07-31,0,0.2692,0.7568,0.0
LOAN000519,2024-07-31,0,0.2987,0.3977,30.0
LOAN000428,2024-07-31,30,0.1012,0.5576,60.0
LOAN000416,2024-07-31,0,0.1767,0.7463,0.0
LOAN000687,2024-07-31,0,0.0774,0.3281,0.0
LOAN000468,2024-07-31,0,0.169,0.7718,0.0
LOAN000501,2024-07-31,0,0.1955,0.7796,0.0
LOAN000515,2024-07-31,0,0.2377,0.8778,0.0
LOAN000390,2024-07-31,30,0.2579,0.2189,0.0
LOAN000331,2024-07-31,0,0.261,0.4442,90.0
LOAN000815,2024-07-31,0,0.1331,0.3158,0.0
LOAN000006,2024-07-31,0,0.209,0.3181,60.0
LOAN000382,2024-07-31,0,0.0748,0.3618,60.0
LOAN000640,2024-07-31,0,0.2842,0.3654,60.0
LOAN000881,2024-07-31,0,0.1289,0.7293,30.0
LOAN000254,2024-07-31,0,0.2149,0.5918,0.0
LOAN000596,2024-07-31,30,0.1067,0.8826,0.0
LOAN000420,2024-07-31,0,0.0305,0.2048,0.0
LOAN000274,2024-07-31,0,0.2965,0.3252,0.0
LOAN000409,2024-07-31,0,0.19,0.7707,90.0
LOAN000508,2024-07-31,0,0.0411,0.7513,0.0
LOAN000695,2024-07-31,0,0.0352,0.6165,0.0
LOAN000078,2024-07-31,30,0.0552,0.478,0.0
LOAN000364,2024-07-31,60,0.148,0.236,0.0
LOAN000407,2024-07-31,0,0.2242,0.554,0.0
LOAN000530,2024-07-31,0,0.0975,0.3176,0.0
LOAN000421,2024-07-31,0,0.113,0.2655,30.0
LOAN000853,2024-07-31,60,0.0802,0.2629,0.0
LOAN000051,2024-07-31,0,0.2805,0.6006,0.0
LOAN000008,2024-07-31,0,0.2994,0.6007,30.0
LOAN000740,2024-07-31,0,0.2321,0.7619,0.0
LOAN000887,2024-07-31,0,0.0928,0.4828,0.0
LOAN000470,2024-07-31,0,0.1473,0.5326,0.0
LOAN000179,2024-07-31,60,0.2228,0.8675,30.0
LOAN000974,2024-07-31,0,0.2829,0.7574,0.0
LOAN000023,2024-07-31,60,0.2328,0.7372,0.0
LOAN000725,2024-07-31,60,0.0717,0.5506,30.0
LOAN000934,2024-07-31,0,0.1527,0.5428,30.0
LOAN000159,2024-07-31,0,0.1633,0.6747,0.0
LOAN000436,2024-07-31,60,0.2712,0.7288,0.0
LOAN000828,2024-07-31,60,0.1696,0.3124,60.0
LOAN000217,2024-07-31,30,0.2233,0.3522,0.0
LOAN000448,2024-07-31,0,0.1102,0.4596,30.0
LOAN000935,2024-07-31,30,0.1268,0.2034,0.0
LOAN000636,2024-07-31,0,0.1997,0.407,0.0
LOAN000190,2024-07-31,0,0.0691,0.6643,0.0
LOAN000188,2024-07-31,0,0.2854,0.3993,30.0
LOAN000614,2024-07-31,30,0.1758,0.898,30.0
LOAN000731,2024-07-31,0,0.2586,0.3688,0.0
LOAN000880,2024-07-31,0,0.1092,0.8748,0.0
LOAN000901,2024-07-31,60,0.2655,0.6136,0.0
LOAN000266,2024-07-31,0,0.1927,0.3356,0.0
LOAN000574,2024-07-31,0,0.2996,0.6354,0.0
LOAN000444,2024-07-31,0,0.0311,0.2525,0.0
LOAN000855,2024-07-31,0,0.2092,0.5978,30.0
LOAN000835,2024-07-31,0,0.051,0.8078,90.0
LOAN000308,2024-07-31,30,0.2475,0.2474,0.0
LOAN000824,2024-07-31,0,0.1794,0.4569,0.0
LOAN000674,2024-07-31,0,0.2501,0.668,0.0
LOAN000306,2024-07-31,0,0.1801,0.3153,0.0
LOAN000524,2024-07-31,30,0.0682,0.8408,30.0
LOAN000951,2024-07-31,0,0.2152,0.7483,90.0
LOAN000748,2024-07-31,0,0.0556,0.473,60.0
LOAN000915,2024-07-31,0,0.0646,0.6889,30.0
LOAN000968,2024-07-31,30,0.2272,0.5259,0.0
LOAN000441,2024-07-31,0,0.1799,0.6305,0.0
LOAN000667,2024-07-31,0,0.2326,0.5139,0.0
LOAN000576,2024-07-31,0,0.2147,0.2305,30.0
LOAN000583,2024-07-31,0,0.1816,0.2787,30.0
LOAN000888,2024-07-31,30,0.1556,0.3018,0.0
LOAN000048,2024-07-31,30,0.1317,0.6774,0.0
LOAN000259,2024-07-31,90,0.2745,0.2811,0.0
LOAN000770,2024-07-31,0,0.165,0.4992,30.0
LOAN000122,2024-07-31,0,0.2663,0.2449,0.0
LOAN000621,2024-07-31,60,0.1623,0.6074,0.0
LOAN000366,2024-07-31,0,0.2478,0.8462,0.0
LOAN000389,2024-07-31,0,0.0503,0.3061,0.0
LOAN000094,2024-07-31,0,0.0258,0.8093,30.0
LOAN000803,2024-07-31,30,0.0711,0.216,0.0
LOAN000291,2024-07-31,0,0.012,0.2799,0.0
LOAN000279,2024-07-31,30,0.0803,0.8729,60.0
LOAN000111,2024-07-31,0,0.0773,0.7693,0.0
LOAN000434,2024-07-31,0,0.1049,0.2157,0.0
LOAN000038,2024-07-31,0,0.1986,0.7214,0.0
LOAN000365,2024-07-31,30,0.0195,0.4835,30.0
LOAN000880,2024-07-31,60,0.0841,0.6512,0.0
LOAN000812,2024-07-31,0,0.1629,0.4254,0.0
LOAN000774,2024-07-31,0,0.1669,0.8392,0.0
LOAN000289,2024-07-31,90,0.1803,0.3238,30.0
LOAN000366,2024-07-31,30,0.1332,0.8843,0.0
LOAN000728,2024-07-31,30,0.1493,0.406,0.0
LOAN000246,2024-07-31,0,0.0155,0.2915,30.0
LOAN000880,2024-07-31,0,0.1624,0.7037,60.0
LOAN000357,2024-07-31,0,0.0859,0.5302,0.0
LOAN000280,2024-07-31,0,0.1569,0.426,90.0
LOAN000922,2024-07-31,0,0.2395,0.3146,0.0
LOAN000583,2024-07-31,60,0.2815,0.5128,0.0
LOAN000875,2024-07-31,0,0.1898,0.5837,0.0
LOAN000254,2024-07-31,0,0.0179,0.6928,0.0
LOAN000790,2024-07-31,60,0.0288,0.2404,0.0
LOAN000200,2024-07-31,0,0.2492,0.5071,30.0
LOAN000702,2024-07-31,0,0.1197,0.8674,0.0
LOAN000813,2024-07-31,0,0.2187,0.8582,30.0
LOAN000718,2024-07-31,0,0.1125,0.5142,0.0
LOAN000137,2024-07-31,0,0.2588,0.2946,0.0
LOAN000242,2024-07-31,0,0.2108,0.7191,0.0
LOAN000940,2024-07-31,0,0.0863,0.6959,0.0
LOAN000113,2024-07-31,0,0.0257,0.8146,0.0
LOAN000972,2024-07-31,0,0.1295,0.2054,60.0
LOAN000981,2024-07-31,0,0.0374,0.5323,30.0
LOAN000546,2024-07-31,0,0.1884,0.5595,0.0
LOAN000934,2024-07-31,0,0.1778,0.7693,0.0
LOAN000677,2024-07-31,0,0.1584,0.7571,0.0
LOAN000102,2024-07-31,0,0.1998,0.7033,0.0
LOAN000260,2024-07-31,0,0.0335,0.7933,0.0
LOAN000911,2024-07-31,30,0.0521,0.5183,60.0
LOAN000692,2024-07-31,30,0.1534,0.7397,0.0
LOAN000062,2024-07-31,0,0.2825,0.4028,0.0
LOAN000929,2024-07-31,0,0.0118,0.3441,0.0
LOAN000784,2024-07-31,0,0.0107,0.7204,90.0
LOAN000970,2024-07-31,0,0.2643,0.6271,30.0
LOAN000292,2024-07-31,0,0.0101,0.504,0.0
LOAN000401,2024-07-31,0,0.0148,0.6589,60.0
LOAN000412,2024-07-31,0,0.0127,0.2977,60.0
LOAN000756,2024-07-31,0,0.1344,0.8221,0.0
LOAN000855,2024-07-31,0,0.113,0.4263,0.0
LOAN000740,2024-07-31,0,0.2238,0.3133,0.0
LOAN000438,2024-07-31,0,0.139,0.4199,30.0
LOAN000077,2024-07-31,0,0.2742,0.2075,0.0
LOAN000063,2024-07-31,60,0.1987,0.4963,0.0
LOAN000316,2024-07-31,60,0.1641,0.6369,0.0
LOAN000721,2024-07-31,30,0.2374,0.5644,0.0
LOAN000071,2024-07-31,0,0.1449,0.4611,0.0
LOAN000443,2024-07-31,0,0.1569,0.8052,30.0
LOAN000204,2024-07-31,0,0.1751,0.399,0.0
LOAN000564,2024-07-31,90,0.1418,0.3429,30.0
LOAN000225,2024-07-31,0,0.1081,0.7158,0.0
LOAN000498,2024-07-31,0,0.0619,0.3838,0.0
LOAN000244,2024-07-31,0,0.1244,0.372,0.0
LOAN000306,2024-07-31,0,0.1318,0.8131,0.0
LOAN000546,2024-07-31,60,0.088,0.213,0.0
LOAN000746,2024-07-31,0,0.1032,0.2833,60.0
LOAN000771,2024-07-31,0,0.0854,0.6269,30.0
LOAN000984,2024-07-31,60,0.2446,0.859,0.0
LOAN000570,2024-07-31,30,0.1723,0.8012,30.0
LOAN000197,2024-07-31,30,0.289,0.2418,0.0
LOAN000023,2024-07-31,30,0.2741,0.2495,60.0
LOAN000980,2024-07-31,0,0.1614,0.3674,60.0
LOAN000618,2024-07-31,0,0.1179,0.8463,0.0
LOAN000166,2024-07-31,0,0.2329,0.5401,60.0
LOAN000380,2024-07-31,60,0.2119,0.4245,0.0
LOAN000543,2024-07-31,60,0.094,0.4169,90.0
LOAN000723,2024-07-31,0,0.2002,0.314,0.0
LOAN000317,2024-07-31,0,0.2512,0.3409,0.0
LOAN000754,2024-07-31,0,0.1247,0.4703,60.0
LOAN000013,2024-07-31,30,0.2655,0.6554,0.0
LOAN000635,2024-07-31,0,0.2135,0.5175,0.0
LOAN000395,2024-07-31,30,0.0423,0.6474,0.0
LOAN000402,2024-07-31,90,0.1087,0.3019,0.0
LOAN000510,2024-07-31,0,0.1677,0.8606,0.0
LOAN000145,2024-07-31,0,0.2731,0.8528,0.0
LOAN000028,2024-07-31,0,0.2305,0.5185,30.0
LOAN000772,2024-07-31,0,0.1813,0.3267,30.0
LOAN000858,2024-07-31,90,0.0401,0.8767,0.0
LOAN000848,2024-07-31,0,0.0529,0.7629,0.0
